Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
0,PFE-PKIS 1,biaryl pyridinone,O=C1C(Br)=C(OCC2=C(F)C=C(F)C=C2)C=C(C)N1C3=CC(C(NCC(N)=O)=O)=CC=C3C,2,2,0,0,57,33,27,11,11,0,4,28,27,2,29,19,0,0,30,11,0,0,12,0,0,0,8,11,7,14,2,0,0,24,0,23,11,39,0,0,44,10,36,0,9,1,0,0,26,3,0,0,7,20,0,0,0,0,0,0,0,0,0,8,0,44,3,9,0,17,9,8,0,0,3,12,16,0,0,25,26,19,0,22,10,8,0,0,0,0,0,15,3,17,19,15,3,0,0,0,0,5,0,0,0,11,0,25,40,0,12,0,27,18,15,20,19,25,27,6,36,0,0,6,0,0,0,13,13,0,7,6,23,51,32,21,19,25,0,13,0,0,25,20,6,0,20,0,0,0,0,58,0,0,21,46,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,22,0,49,0,4,0,0,0,6,0,13,0,25,16,0,0,26,0,27,18,0,11,0,0,0,0,22,0,12,4,0,17,0,24,11,10,16,0,0,26,0,0,2,13,24,3,15,0,0,0,0,0,25,19,22,3,12,13,29,4,26,0,0,0,7,12,14,14,15,24,13,0,0,0,10,29,0,0,4,12,4,0,0,14,0,16,14,37,13,12,5,0,2,22,0,9,15,10,26,9,1,0,51,0,0,30,0,0,20,23,19,17,14,46,0,31,7,0,22,6,0,0,0,0,0,33,2,1,36,26,23,0,15,0,12,0,22,0,15,0,37,5,1,0,0,13,0,0,0,0,0,20,0,0,20,15,3,0,0,0,22,9,0,29,3,0,0,0,0,6,0,24,0,15,16,0,0,0,21,10,10,10,15,0,20,0,0,0,7,0,36,13,31,36,26,0,0,0,0,0,0,15,14,0,0,0,0,26,0,35,21,0,0,3,0,0,2,0,0,0,3,17,0,5,0,0,0,10,6,16,0,0,24,0,100,100,18,8
0,PFE-PKIS 10,2-amino-3-alkoxypyridine,C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,19,24,27,0,56,33,14,0,8,11,0,0,26,0,22,11,0,100,29,11,0,24,28,0,7,4,0,42,0,31,2,0,0,37,0,39,3,24,0,0,29,49,33,0,5,2,0,3,67,49,61,5,0,18,0,12,21,6,0,0,0,11,0,0,1,34,0,5,0,16,24,0,17,4,0,22,15,0,0,0,20,35,0,0,27,10,0,0,0,0,83,16,88,91.8,15,15,3,2,0,0,2,0,0,6,0,9,0,53,48,0,1,24,33,35,2,27,30,2,35,82,28,0,0,11,19,0,0,44,4,0,100,98.8,93.8,12,26,0,0,33,0,26,0,0,92,19,25,0,95.8,2,0,0,94.3,21,0,0,44,45,0,0,16,17,19,0,17,0,0,0,0,13,2,13,0,10,10,43,72,4,3,0,0,9,0,19,0,49,0,0,0,92.8,0,98.1,35,0,18,58,0,8,26,0,0,5,9,14,0,0,15,9,0,6,6,0,30,83,65,0,60,30,20,10,0,0,0,0,0,13,0,23,0,16,19,0,19,4,0,0,11,10,18,10,10,17,31,25,0,19,0,22,29,0,0,0,28,3,3,0,5,0,8,9,36,14,2,11,0,1,29,0,10,41,10,12,54,100,0,20,0,0,0,0,0,19,21,19,12,0,44,0,0,18,0,33,12,0,0,0,0,97.9,15,0,12,21,12,0,12,8,0,10,0,7,0,99.6,0,0,22,0,0,0,12,0,0,89,0,0,98.5,3,0,16,1,0,0,0,0,5,14,0,14,0,69,0,0,0,12,0,98.3,0,0,43,0,9,0,12,0,8,1,12,0,38,21,0,0,13,0,33,0,77,33,0,0,18,0,6,0,93.4,99.4,0,97.7,93.4,78,0,58,0,7,0,0,0,5,0,0,0,3,0,42,0,16,0,2,0,0,0,12,3,2,0,0,0,0,9,18,0,5
0,PFE-PKIS 11,indoloquinoline,N#CC1=CC(N2)=C(C=C1)C3=C2C4=CC(OC)=C(OCCOCCOC)C=C4N=C3,34,53,67,92.1,70,53,2,0,0,6,0,0,29,0,5,0,0,0,30,1,63,12,6,0,51,83,62,44,100,21,0,0,0,35,0,18,0,12,0,96.7,26,14,25,1,85,57,87,72,0,83,63,8,0,19,0,0,12,15,0,0,39,7,99.7,1,0,56,7,0,0,55,57,98.2,84,67,14,76,50,97.4,10,5,8,0,2,0,24,17,75,95.3,0,0,7,15,20,14,66,0,0,71,3,0,100,100,99,72,70,12,0,15,33,0,23,11,25,11,9,6,23,11,25,56,34,0,0,9,6,2,0,0,36,0,16,0,17,0,25,18,4,30,17,99.5,90.1,20,16,15,99.3,94.6,29,7,0,83,0,0,0,18,4,90.3,87,87,32,7,0,41,2,30,30,60,0,0,96,75,99.9,39,0,68,11,84,5,0,0,73,61,2,10,35,16,1,15,73,95.4,34,31,1,0,0,65,0,4,17,11,39,42,19,0,0,0,13,7,0,69,48,80,12,0,100,0,54,0,10,90.9,0,95.4,99.7,95.8,22,0,53,12,24,12,0,76,0,0,0,6,33,54,72,10,0,60,0,0,0,0,53,33,0,0,0,15,7,65,48,19,0,18,22,21,19,10,1,0,6,13,98.2,92.9,34,48,21,94.5,97.7,0,12,0,0,0,0,0,47,29,94,49,36,63,74,60,0,0,28,17,63,0,0,0,13,0,11,0,33,35,0,0,0,0,17,41,0,19,6,67,0,45,99.4,0,83,20,0,17,0,96.9,99.2,51,0,0,0,44,0,0,79,2,46,8,90,0,61,81,89,58,47,13,83,45,83,17,14,0,50,24,27,11,24,18,22,0,5,0,88,0,12,0,89,0,18,0,0,0,0,0,0,87,0,9,9,98,90,78,0,0,0,26,4,0,41,8,79,99.4,65,0,0,9,3,15,0,0,0,0,0,0,0,13,0,93.7,33,0,1,0,0,23
0,PFE-PKIS 12,"2,4-diamino-5-carboxamide pyrimidines",O=C(NCCCN1CCOC1=O)C2=CN=C(NCC3=C(Cl)C=CC(Cl)=C3)N=C2NC4CCCC4,1,1,4,2,73,25,22,14,0,5,19,24,24,18,12,4,0,0,14,14,0,9,9,0,17,14,15,61,12,22,16,0,0,22,0,21,0,23,0,5,33,21,27,0,0,2,4,6,10,4,6,97.1,1,0,0,29,0,14,12,4,0,10,14,17,5,25,13,29,0,9,8,25,0,1,0,4,32,12,12,34,5,12,76,0,3,0,16,23,0,3,7,12,28,1,18,0,11,37,0,0,0,0,0,21,0,0,0,12,25,0,14,17,28,2,4,8,12,24,16,19,46,0,9,1,19,0,4,3,0,0,2,7,26,10,24,19,13,29,6,21,0,5,18,12,4,29,22,0,0,2,0,10,0,0,1,43,15,23,0,29,5,0,0,0,16,13,0,9,23,0,6,18,0,54,0,24,9,0,0,23,0,17,0,23,20,0,2,10,0,8,18,20,24,1,0,63,48,14,0,37,15,23,0,0,13,0,30,5,19,0,30,10,0,27,16,20,75,63,10,0,11,0,0,8,4,23,4,18,27,26,35,14,0,19,11,14,0,6,0,16,31,0,0,13,0,7,31,0,0,7,22,0,16,2,17,0,9,17,0,18,16,2,0,0,13,0,30,28,0,7,0,13,4,8,0,2,0,0,12,36,9,16,10,0,39,0,7,4,6,27,0,10,0,0,4,17,3,14,8,23,0,23,0,0,13,21,4,0,1,0,0,7,22,0,0,6,1,0,11,0,0,0,18,10,0,15,8,8,6,2,16,67,13,0,23,13,8,0,0,0,16,10,11,0,5,11,0,39,0,26,15,0,13,10,0,15,0,0,0,10,0,24,18,23,10,26,0,0,10,2,17,0,17,9,15,0,4,2,0,0,17,17,0,0,46,0,0,0,0,0,7,0,0,0,0,0,18,0,0,2,31,0,11,10,0,9,0,44,1
0,PFE-PKIS 13,2-anilino-4-amino-pyrimidine,O=C(CC1)NC(C1=C2)=CC=C2NC3=NC(NCC4=CC(S(C)(=O)=O)=CC=C4)=C(C(F)(F)F)C=N3,20,32,39,21,54,16,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,86,0,0,97.8,96.7,71,23,82,0,0,0,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,9,0,0,0,0,0,30,12,6,0,0,22,80,0,8,23,37,10,0,0,0,37,46,22,0,24,20,0,1,0,0,0,0,0,4,0,17,51,0,0,0,11,36,0,99.4,0,2,13,0,0,95.6,98.3,85,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,45,0,3,0,17,0,0,15,90,0,100,0,12,63,65,36,32,0,77,99,54,89,0,10,16,0,24,0,0,0,0,55,0,0,0,31,3,0,22,41,0,0,5,0,0,48,16,20,0,22,0,0,50,94.3,99.6,100,49,27,48,44,30,0,0,0,0,0,34,0,16,0,16,0,0,0,0,62,46,81,0,0,41,0,0,0,35,16,56,46,0,0,58,61,56,48,0,26,56,83,85,0,0,58,0,99.7,93.9,96.4,0,0,0,1,11,0,25,62,12,7,16,0,0,0,58,0,0,0,0,0,37,0,28,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,15,62,32,14,10,0,3,0,9,0,3,0,0,0,28,10,0,32,61,58,59,69,0,0,0,49,2,0,29,31,51,4,0,0,13,0,0,0,4,0,0,0,0,30,26,0,0,90.1,62,0,59,0,2,17,0,0,0,31,26,0,0,5,44,0,80,0,59,0,85,0,16,67,27,0,2,0,23,20,81,0,0,0,72,0,3,93.2,0,0,0,0,75,0,68,0,21,0,89,0,0,2,0,57,30,0,0,90.1,73,0,0,98,92.9,73,0,0,0,99.6,0,89,0,0,69,70,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,43,3,0,8,4
0,PFE-PKIS 14,thienopyrimidine,NC(C(C=C1)=CC=C1C2=CC3=NC=NC(SCC(O)=O)=C3S2)=O,8,11,20,4,57,20,0,0,0,8,17,0,25,3,0,0,0,0,0,0,0,0,0,0,0,80,33,0,1,0,0,1,0,15,0,0,0,0,8,18,0,0,5,0,0,0,0,0,0,75,81,0,0,0,0,0,0,0,0,1,0,18,58,0,72,7,0,0,0,0,0,3,82,52,10,87,5,37,0,0,0,3,0,0,17,4,74,78,0,0,0,5,20,9,17,0,9,0,0,24,98.3,100,94.8,57,47,0,0,0,0,0,17,0,21,0,0,0,0,26,1,62,33,0,10,0,4,0,0,0,63,0,0,0,16,0,0,0,0,14,4,20,2,0,0,0,45,0,30,0,0,0,0,14,0,0,13,94.8,96.1,92,79,2,0,10,0,0,0,0,0,0,70,9,0,0,0,50,0,22,22,0,0,68,22,0,0,2,0,21,18,0,11,0,23,2,45,0,0,0,0,0,0,0,5,1,0,0,0,8,0,0,0,0,34,9,0,38,0,0,0,0,39,0,6,28,12,0,0,0,0,0,0,21,0,0,0,39,0,0,0,0,0,3,31,0,0,0,0,0,35,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,80,0,0,7,0,1,0,20,0,15,0,0,0,42,7,22,22,0,93,6,72,0,0,0,0,4,0,0,6,56,0,0,0,0,0,0,0,0,0,0,100,0,44,0,0,3,0,0,0,19,0,18,3,0,0,0,0,0,24,7,0,0,0,1,0,2,7,0,0,15,0,0,0,0,6,7,10,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,8,0,6,0,40,0,13,5,0,33,0,0,0,54,35,0,0,0,0,13,0,2,42,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,2,24,0
0,PFE-PKIS 15,Type 3 Mek,FC1=C(F)C(Br)=CC(C(NOCC2CC2)=O)=C1NC3=CC=C(I)C=C3Cl,0,0,0,0,52,0,0,0,0,2,0,0,7,0,0,0,0,0,4,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,17,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,9,14,6,0,29,0,0,22,2,0,0,22,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,44,0,0,0,0,0,0,0,8,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,33,0,0,8,20,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,2,7,39,0,0,12,0,0,13,0,14,0,0,0,0,7,2,0,0,9,9,37,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,31,58,15,0,20,0,0,0,0,9,0,10,5,0,0,0,0,0,0,3,31,6,18,0,26,9,0,0,0,0,20,33,0,0,0,0,0,43,0,0,0,0,0,0,25,0,0,2,12,16,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,41,0,9,1,4,43,4,36,9,0,0,9,0,0,0,4,0,0,6,0,0,13,0,11,0,0,0,0,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,38,9,0,1,33,0,21,19,0,0,0,0,0,21,3,0,0,2,0,0,0,0,20,0,0,0,0,13,0,0,0,27,0,5,0,0,0,0,0,16,47,0,12,0,0,0,1,20,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,1,35,0
0,PFE-PKIS 16,indoloquinoline,N#CC1=CC(N2)=C(C=C1)C3=C2C4=CC(OC)=C(OCCN5CCN(C)CC5)C=C4N=C3,48,60,71,96.2,82,69,6,0,0,10,0,0,0,3,0,18,0,0,10,0,54,22,0,0,0,70,33,26,100,4,0,0,0,0,0,23,4,0,0,100,0,19,44,16,93.5,70,92.6,86,0,86,70,8,7,7,0,0,2,0,0,0,0,9,99.7,3,14,32,6,0,0,83,45,99.2,96.7,86,25,92.6,49,99.3,0,0,0,18,0,0,0,0,73,95.2,23,44,0,7,40,0,100,0,8,78,0,0,100,100,94.6,62,60,0,0,0,0,18,1,0,0,0,0,10,0,2,0,53,43,4,29,0,12,0,10,22,0,0,27,3,0,0,7,0,22,0,14,98.6,97.4,0,2,25,99.6,90.8,32,0,0,0,0,0,0,76,0,97.6,100,96,55,11,0,10,0,44,29,70,0,0,97.2,84,100,38,0,60,52,93.4,19,0,0,83,71,0,20,57,0,0,29,33,98.8,0,19,11,21,0,61,0,0,0,54,12,59,22,0,0,7,29,0,0,97.2,34,80,9,0,99.9,11,51,0,0,93,0,99.4,99.7,98.8,0,0,20,10,0,0,7,30,36,0,38,0,26,72,75,0,0,52,0,0,15,0,48,33,0,0,7,0,0,76,64,0,0,24,39,0,7,18,4,0,12,4,97.7,94.7,0,58,18,98.2,99.8,0,25,0,0,0,0,0,64,34,90.9,63,57,55,94.8,35,0,0,0,56,25,0,16,16,0,1,0,0,22,17,0,0,10,0,13,30,19,79,2,67,0,29,93.1,24,85,14,49,15,33,98.1,99.4,0,0,0,0,71,0,26,61,42,33,47,67,44,53,72,78,43,19,17,88,34,97.1,27,0,0,7,0,0,10,25,0,0,11,8,0,90.6,0,13,0,83,0,0,0,0,0,6,37,0,91,8,0,2,99.8,97.2,83,0,34,9,7,0,0,35,0,92.4,99.9,66,23,0,0,24,3,0,0,0,0,0,0,35,3,0,89,0,0,0,1,7,35
0,PFE-PKIS 17,benzothiophene diazapinone,O=C(N[C@H](C)CN1)C2=C1C3=C(C=CC(C4=CC=C(O)C=C4)=N5)C5=CC=C3S2,19,27,33,29,48,10,3,11,22,8,52,45,0,10,0,0,0,16,30,0,0,0,91,0,42,24,0,87,0,0,27,0,7,14,0,0,48,72,0,58,16,13,0,16,35,36,32,23,30,40,58,0,0,6,0,37,0,12,4,30,0,25,82,63,67,15,0,5,0,0,54,54,97.3,98.2,50,95.7,4,7,0,95.4,84,63,55,29,38,32,48,43,43,35,34,26,37,0,54,0,16,0,0,0,100,100,98.9,98.1,24,11,0,0,0,14,0,11,5,0,0,5,12,0,0,9,26,0,6,0,16,0,13,8,3,10,6,0,4,14,16,12,31,0,6,16,6,0,0,4,0,12,41,0,0,28,24,9,0,48,35,41,46,21,0,6,5,0,0,27,24,14,7,0,97.1,14,14,3,0,36,53,94.6,18,0,6,54,0,17,13,0,4,0,0,19,93.5,83,4,0,46,0,61,12,11,16,85,31,26,13,99,99.9,26,7,17,17,48,1,23,51,0,67,13,0,62,92.7,61,0,27,34,52,0,9,0,0,0,0,23,42,25,0,0,0,65,14,10,22,93.2,26,0,0,7,0,0,20,0,0,38,11,8,84,26,8,0,20,32,0,9,17,0,0,0,4,42,56,0,18,8,31,0,16,28,5,34,39,11,0,18,37,93.7,72,3,18,78,13,4,5,2,0,16,0,6,15,90.1,43,46,35,5,59,70,34,43,12,61,0,0,12,19,0,0,13,0,18,3,0,27,3,27,65,51,0,6,98.8,2,17,6,12,58,70,12,47,80,8,6,32,20,8,24,20,16,0,85,2,0,0,0,0,24,30,78,9,5,6,0,0,44,86,0,0,8,5,8,1,60,0,25,24,0,42,14,0,1,7,0,0,0,0,4,9,7,74,23,0,38,63,24,11,9,17,17,0,0,2,0,11,0,9,1,0,0,46,0,0,5,33,30,2
0,PFE-PKIS 18,2-anilino-4-amino-pyrimidine,CS(C1=CC(CNC2=NC(NC3=CC=C(N(C(C)C)C(C4)=O)C4=C3)=NC=C2C(F)(F)F)=CC=C1)(=O)=O,14,26,29,27,43,0,4,13,0,16,51,0,0,9,0,0,0,0,0,0,38,62,0,0,97.3,81,43,30,68,0,0,21,17,11,0,0,0,0,0,26,0,3,0,0,22,14,5,0,0,2,23,0,0,3,7,0,0,5,35,26,0,9,52,0,19,0,19,0,1,0,0,21,51,34,0,38,8,0,14,0,2,0,0,0,19,0,55,82,64,22,20,20,30,0,34,0,0,0,0,0,74,82,2,38,19,0,0,4,0,9,1,3,3,12,5,16,3,0,0,49,15,13,0,0,23,0,4,14,78,30,100,2,19,38,52,43,16,5,62,97.6,57,89,0,4,14,17,25,0,4,28,10,47,0,0,0,15,40,11,3,41,0,26,29,20,26,70,44,15,37,7,9,8,48,88,100,100,44,48,61,50,33,24,46,0,13,0,1,0,34,0,17,40,0,0,42,59,47,2,0,0,24,10,0,25,27,38,42,25,48,27,47,51,37,60,16,0,52,81,44,2,3,45,6,99.7,90.2,98.8,0,0,0,0,35,23,0,0,15,10,0,0,0,3,35,0,0,0,0,0,37,0,1,0,12,2,0,51,0,5,8,0,19,7,6,25,0,20,7,36,71,0,6,14,0,26,3,28,6,29,0,5,28,27,5,0,9,34,0,57,52,0,0,15,24,7,28,61,64,67,0,0,0,0,9,0,16,0,0,8,0,0,25,22,0,0,86,46,21,88,0,4,42,43,3,0,59,0,24,0,22,21,19,56,2,39,26,57,22,31,72,46,30,28,10,20,23,82,13,0,0,55,3,24,94.7,0,4,0,33,87,0,70,0,0,0,86,10,0,0,0,42,0,23,0,20,50,13,0,96.7,84,62,4,0,0,99.1,0,92.2,29,0,60,54,59,74,55,39,38,7,0,1,0,23,6,0,0,9,0,99.8,0,62,96.4,2,0,0
0,PFE-PKIS 19,pyrolopyridinone,O=C1C2=C(NC(C3=CC=NC=C3)=C2)CCN1,28,36,46,77,31,0,0,14,40,40,70,19,33,0,0,0,0,0,6,0,10,0,40,0,28,0,11,8,33,15,27,92.9,43,35,0,0,0,6,0,20,13,1,11,0,9,10,0,0,0,0,0,0,0,0,38,22,1,13,27,21,36,29,71,19,97.9,5,7,2,29,0,31,99.7,99.5,94.8,32,94.6,5,0,10,95.7,73,96.6,98.1,51,93.7,83,64,59,24,77,66,81,16,0,91.8,17,0,8,13,0,97.2,100,99.7,97.6,97.1,0,0,2,0,0,30,31,41,0,0,0,12,44,17,8,0,21,0,13,28,0,0,0,93.1,8,0,4,30,0,4,10,0,20,6,0,12,0,0,0,5,0,14,25,36,3,27,88,54,100,20,91.5,97.2,95.5,79,7,0,29,0,88,40,2,8,0,98.6,0,0,0,6,26,73,87,30,24,45,14,0,23,34,9,5,2,0,6,31,0,0,2,21,5,85,0,23,3,52,15,25,6,79,46,22,12,25,11,59,8,26,47,0,35,25,21,0,33,55,0,13,23,58,0,0,13,0,0,3,51,20,23,0,0,34,33,20,5,7,47,20,0,0,14,0,0,18,0,2,29,0,0,44,45,22,3,38,40,42,14,17,0,0,0,1,27,17,0,0,0,0,14,21,0,7,45,0,12,20,38,28,23,37,2,12,4,0,34,32,4,77,80,47,37,40,30,27,59,58,18,46,72,0,43,83,99.1,9,28,43,0,0,17,0,35,20,30,4,4,56,24,97.9,95.4,21,15,92.7,0,58,4,35,8,23,16,27,22,25,11,44,44,27,36,13,34,22,87,12,6,0,0,0,4,33,47,68,6,23,11,0,23,96.9,16,41,20,0,6,33,44,0,5,31,8,35,15,0,0,10,19,14,0,0,0,1,2,80,41,0,25,32,18,25,25,19,13,0,0,26,0,22,0,0,6,0,0,99.4,20,0,2,27,62,26
0,PFE-PKIS 2,morpholino thiophene,ClC(C=C1)=CC=C1C2=C(C3=CC=NN3)SC(N4CCOCC4)=C2C#N,1,3,4,70,42,0,9,0,15,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,44,4,0,0,0,0,21,0,17,14,0,8,0,18,8,13,24,12,19,72,0,0,47,0,4,0,0,0,0,11,0,7,0,5,29,31,2,15,43,0,0,0,0,0,0,15,15,24,6,0,16,0,34,8,17,17,0,0,15,0,0,10,34,14,3,3,0,0,7,11,0,15,6,19,4,2,0,0,0,47,0,0,0,1,0,11,0,16,27,5,7,14,0,15,12,38,0,22,11,0,24,0,0,0,5,4,0,11,27,7,12,0,0,22,0,0,12,0,0,0,0,0,15,0,25,0,26,0,0,6,28,26,16,28,0,0,16,24,0,10,25,0,0,0,20,16,1,6,0,29,22,0,40,23,43,25,1,22,15,13,6,0,25,5,0,17,0,20,12,5,45,0,30,2,0,0,0,0,0,2,1,0,27,0,53,5,9,12,0,29,0,0,0,0,12,20,26,0,0,0,5,22,0,0,21,1,0,19,0,0,0,23,8,5,3,32,7,0,9,4,0,0,23,0,0,17,0,0,8,54,0,0,10,17,27,15,29,0,0,0,7,3,12,0,0,19,9,0,31,37,90,97,46,20,16,44,18,0,16,0,0,7,0,0,0,10,17,0,24,20,15,19,0,0,2,1,11,0,0,16,0,8,0,12,56,0,0,11,0,0,0,0,6,0,35,15,11,0,8,0,3,0,7,17,18,9,0,13,2,2,10,7,35,23,23,8,13,4,17,5,12,0,0,0,0,0,33,10,0,0,17,16,0,14,0,0,0,12,12,0,19,0,0,5,11,0,0,0,0,0,12,6,8,0,0,0,19,0,14,20,0,8,15,20,11,86,35,0,0,0,4,14,34,0,0,16,7,0,28,0,0,7,14,0,6
